signature_id	signature_name	gene	species	cell_family	context	disease	tags
CELL.PanglaoDB2020.human.Blood.Erythroblasts	Blood.Erythroblasts	KMT5A	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.human.Blood.Erythroid.like.and.erythroid.precursor.cells	Blood.Erythroid.like.and.erythroid.precursor.cells	AHSP	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.human.Blood.Erythroid.like.and.erythroid.precursor.cells	Blood.Erythroid.like.and.erythroid.precursor.cells	GYPB	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.human.Blood.Erythroid.like.and.erythroid.precursor.cells	Blood.Erythroid.like.and.erythroid.precursor.cells	HBA1	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.human.Blood.Erythroid.like.and.erythroid.precursor.cells	Blood.Erythroid.like.and.erythroid.precursor.cells	HBA2	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.human.Blood.Erythroid.like.and.erythroid.precursor.cells	Blood.Erythroid.like.and.erythroid.precursor.cells	HBB	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.human.Blood.Erythroid.like.and.erythroid.precursor.cells	Blood.Erythroid.like.and.erythroid.precursor.cells	HBD	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.human.Blood.Erythroid.like.and.erythroid.precursor.cells	Blood.Erythroid.like.and.erythroid.precursor.cells	HBG1	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.human.Blood.Erythroid.like.and.erythroid.precursor.cells	Blood.Erythroid.like.and.erythroid.precursor.cells	HBG2	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.human.Blood.Erythroid.like.and.erythroid.precursor.cells	Blood.Erythroid.like.and.erythroid.precursor.cells	HBM	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.human.Blood.Platelets	Blood.Platelets	C2ORF88	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.human.Blood.Platelets	Blood.Platelets	CA2	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.human.Blood.Platelets	Blood.Platelets	CAVIN2	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.human.Blood.Platelets	Blood.Platelets	ERO1A	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.human.Blood.Platelets	Blood.Platelets	FCGR2A	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.human.Blood.Platelets	Blood.Platelets	HLA-A	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.human.Blood.Platelets	Blood.Platelets	MPIG6B	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.human.Blood.Platelets	Blood.Platelets	NOX5	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.human.Blood.Platelets	Blood.Platelets	RTL8B	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.human.Bone.Hematopoietic.stem.cells	Bone.Hematopoietic.stem.cells	ABCB1	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Bone
CELL.PanglaoDB2020.human.Bone.Hematopoietic.stem.cells	Bone.Hematopoietic.stem.cells	CD59	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Bone
CELL.PanglaoDB2020.human.Bone.Hematopoietic.stem.cells	Bone.Hematopoietic.stem.cells	KITLG	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Bone
CELL.PanglaoDB2020.human.Bone.Osteoblasts	Bone.Osteoblasts	TNFRSF10A	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Bone
CELL.PanglaoDB2020.human.Bone.Osteoclasts	Bone.Osteoclasts	CA2	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Bone
CELL.PanglaoDB2020.human.Bone.Osteoclasts	Bone.Osteoclasts	LTB4R	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Bone
CELL.PanglaoDB2020.human.Brain.Anterior.pituitary.gland.cells	Brain.Anterior.pituitary.gland.cells	GH1	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.human.Brain.Cajal.Retzius.cells	Brain.Cajal.Retzius.cells	HAR1A	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.human.Brain.Dopaminergic.neurons	Brain.Dopaminergic.neurons	SCN2A	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.human.Brain.Neuroblasts	Brain.Neuroblasts	KLK3	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.human.Brain.Oligodendrocytes	Brain.Oligodendrocytes	TF	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.human.Brain.Retinal.ganglion.cells	Brain.Retinal.ganglion.cells	RNU1-1	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.human.Brain.Satellite.glial.cells	Brain.Satellite.glial.cells	CXCL8	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.human.Connective.tissue.Adipocyte.progenitor.cells	Connective.tissue.Adipocyte.progenitor.cells	ZNF521	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Connective.tissue
CELL.PanglaoDB2020.human.Connective.tissue.Adipocytes	Connective.tissue.Adipocytes	CAVIN1	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Connective.tissue
CELL.PanglaoDB2020.human.Connective.tissue.Adipocytes	Connective.tissue.Adipocytes	MT2A	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Connective.tissue
CELL.PanglaoDB2020.human.Connective.tissue.Adipocytes	Connective.tissue.Adipocytes	ZNF423	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Connective.tissue
CELL.PanglaoDB2020.human.Connective.tissue.Chondrocytes	Connective.tissue.Chondrocytes	SHOX	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Connective.tissue
CELL.PanglaoDB2020.human.Connective.tissue.Fibroblasts	Connective.tissue.Fibroblasts	C1S	human	fibroblast	physiology	unknown	PanglaoDB;marker_gene_set;Connective.tissue
CELL.PanglaoDB2020.human.Connective.tissue.Fibroblasts	Connective.tissue.Fibroblasts	CXCL8	human	fibroblast	physiology	unknown	PanglaoDB;marker_gene_set;Connective.tissue
CELL.PanglaoDB2020.human.Connective.tissue.Stromal.cells	Connective.tissue.Stromal.cells	ICAM3	human	stromal	physiology	unknown	PanglaoDB;marker_gene_set;Connective.tissue
CELL.PanglaoDB2020.human.Connective.tissue.Stromal.cells	Connective.tissue.Stromal.cells	MMP1	human	stromal	physiology	unknown	PanglaoDB;marker_gene_set;Connective.tissue
CELL.PanglaoDB2020.human.Embryo.Trophoblast.cells	Embryo.Trophoblast.cells	CGB3	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Embryo
CELL.PanglaoDB2020.human.Embryo.Trophoblast.cells	Embryo.Trophoblast.cells	ERVFRD-1	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Embryo
CELL.PanglaoDB2020.human.Embryo.Trophoblast.cells	Embryo.Trophoblast.cells	HLA-G	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Embryo
CELL.PanglaoDB2020.human.Embryo.Trophoblast.cells	Embryo.Trophoblast.cells	S100P	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Embryo
CELL.PanglaoDB2020.human.Embryo.Trophoblast.cells	Embryo.Trophoblast.cells	SIGLEC6	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Embryo
CELL.PanglaoDB2020.human.Epithelium.Basal.cells	Epithelium.Basal.cells	GAPDHP1	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.human.Epithelium.Basal.cells	Epithelium.Basal.cells	MT1E	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.human.Epithelium.Basal.cells	Epithelium.Basal.cells	MT1L	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.human.Epithelium.Basal.cells	Epithelium.Basal.cells	MT1X	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.human.Epithelium.Basal.cells	Epithelium.Basal.cells	MT2P1	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.human.Epithelium.Basal.cells	Epithelium.Basal.cells	TP63	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.human.Epithelium.Epithelial.cells	Epithelium.Epithelial.cells	CD24	human	epithelial	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.human.Epithelium.Epithelial.cells	Epithelium.Epithelial.cells	CXCL8	human	epithelial	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.human.Epithelium.Epithelial.cells	Epithelium.Epithelial.cells	IFI16	human	epithelial	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.human.Epithelium.Epithelial.cells	Epithelium.Epithelial.cells	KLK3	human	epithelial	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.human.Epithelium.Epithelial.cells	Epithelium.Epithelial.cells	KRT3	human	epithelial	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.human.Epithelium.Epithelial.cells	Epithelium.Epithelial.cells	SCNN1D	human	epithelial	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.human.Epithelium.Epithelial.cells	Epithelium.Epithelial.cells	SI	human	epithelial	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.human.Epithelium.Epithelial.cells	Epithelium.Epithelial.cells	TP63	human	epithelial	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.human.Eye.Muller.cells	Eye.Muller.cells	CA2	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Eye
CELL.PanglaoDB2020.human.GI.tract.Enterocytes	GI.tract.Enterocytes	AQP10	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.human.GI.tract.Enterocytes	GI.tract.Enterocytes	BEST4	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.human.GI.tract.Enterocytes	GI.tract.Enterocytes	CA1	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.human.GI.tract.Enterocytes	GI.tract.Enterocytes	CYP3A4	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.human.GI.tract.Enterocytes	GI.tract.Enterocytes	CYP3A7	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.human.GI.tract.Enterocytes	GI.tract.Enterocytes	SI	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.human.GI.tract.Enterocytes	GI.tract.Enterocytes	SLC52A1	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.human.GI.tract.Enterocytes	GI.tract.Enterocytes	TTC7A	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.human.GI.tract.Enterocytes	GI.tract.Enterocytes	UGT2B17	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.human.GI.tract.Enteroendocrine.cells	GI.tract.Enteroendocrine.cells	MLN	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.human.GI.tract.Gastric.chief.cells	GI.tract.Gastric.chief.cells	CHIA	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.human.GI.tract.Paneth.cells	GI.tract.Paneth.cells	DEFA1	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.human.GI.tract.Paneth.cells	GI.tract.Paneth.cells	DEFA6	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.human.GI.tract.Paneth.cells	GI.tract.Paneth.cells	IL4R	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.human.GI.tract.Paneth.cells	GI.tract.Paneth.cells	LYZ	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.human.GI.tract.Parietal.cells	GI.tract.Parietal.cells	CD24	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.human.Heart.Cardiac.stem.and.precursor.cells	Heart.Cardiac.stem.and.precursor.cells	KITLG	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Heart
CELL.PanglaoDB2020.human.Heart.Cardiomyocytes	Heart.Cardiomyocytes	IL11RA	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Heart
CELL.PanglaoDB2020.human.Immune.system.B.cells	Immune.system.B.cells	CD24	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells	Immune.system.B.cells	FCER2	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells	Immune.system.B.cells	HLA-DQA1	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells	Immune.system.B.cells	HLA-DRA	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells	Immune.system.B.cells	IGHG4	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells.memory	Immune.system.B.cells.memory	CD1C	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells.memory	Immune.system.B.cells.memory	CLCA3P	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells.memory	Immune.system.B.cells.memory	FCRL2	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells.memory	Immune.system.B.cells.memory	GPR18	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells.memory	Immune.system.B.cells.memory	GUSBP11	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells.memory	Immune.system.B.cells.memory	HLA-DOB	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells.memory	Immune.system.B.cells.memory	IFNA10	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells.memory	Immune.system.B.cells.memory	IGLL3P	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells.memory	Immune.system.B.cells.memory	NPIPB15	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells.naive	Immune.system.B.cells.naive	CD1C	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells.naive	Immune.system.B.cells.naive	FCER2	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells.naive	Immune.system.B.cells.naive	FCRL2	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells.naive	Immune.system.B.cells.naive	GPR18	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells.naive	Immune.system.B.cells.naive	GUSBP11	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells.naive	Immune.system.B.cells.naive	HLA-DOB	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells.naive	Immune.system.B.cells.naive	HLA-DQB1	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells.naive	Immune.system.B.cells.naive	IGLL3P	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells.naive	Immune.system.B.cells.naive	IL4R	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells.naive	Immune.system.B.cells.naive	LINC00926	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells.naive	Immune.system.B.cells.naive	PSG2	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells.naive	Immune.system.B.cells.naive	TCL1A	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.B.cells.naive	Immune.system.B.cells.naive	ZNF286A	human	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Basophils	Immune.system.Basophils	IL4R	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Basophils	Immune.system.Basophils	PIGY	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Basophils	Immune.system.Basophils	SUPT3H	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	C1ORF54	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	CD1A	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	CD1B	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	CD1C	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	CD209	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	CXCL8	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	FCGR3A	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	FTL	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	HLA-A	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	HLA-B	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	HLA-C	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	HLA-DMA	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	HLA-DMB	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	HLA-DPA1	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	HLA-DPB1	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	HLA-DQA1	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	HLA-DQB1	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	HLA-DRA	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	HLA-DRB1	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	HLA-DRB5	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	LILRB2	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	LYZ	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	SERPINA1	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Dendritic.cells	Immune.system.Dendritic.cells	SIGLEC6	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Eosinophils	Immune.system.Eosinophils	FCER2	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Eosinophils	Immune.system.Eosinophils	RNASE2	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Eosinophils	Immune.system.Eosinophils	RNASE3	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Eosinophils	Immune.system.Eosinophils	SIGLEC10	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Eosinophils	Immune.system.Eosinophils	SIGLEC8	human	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Gamma.delta.T.cells	Immune.system.Gamma.delta.T.cells	FGFBP2	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Gamma.delta.T.cells	Immune.system.Gamma.delta.T.cells	GNLY	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Gamma.delta.T.cells	Immune.system.Gamma.delta.T.cells	KLRF1	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Gamma.delta.T.cells	Immune.system.Gamma.delta.T.cells	TRDD3	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Gamma.delta.T.cells	Immune.system.Gamma.delta.T.cells	TRDJ3	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Gamma.delta.T.cells	Immune.system.Gamma.delta.T.cells	TRDJ4	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Gamma.delta.T.cells	Immune.system.Gamma.delta.T.cells	TRDV2	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Gamma.delta.T.cells	Immune.system.Gamma.delta.T.cells	TRGC1	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Gamma.delta.T.cells	Immune.system.Gamma.delta.T.cells	TRGC2	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Gamma.delta.T.cells	Immune.system.Gamma.delta.T.cells	TRGJP	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Gamma.delta.T.cells	Immune.system.Gamma.delta.T.cells	TRGJP1	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Gamma.delta.T.cells	Immune.system.Gamma.delta.T.cells	TRGJP2	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Gamma.delta.T.cells	Immune.system.Gamma.delta.T.cells	TRGV1	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Gamma.delta.T.cells	Immune.system.Gamma.delta.T.cells	TRGV10	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Gamma.delta.T.cells	Immune.system.Gamma.delta.T.cells	TRGV11	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Gamma.delta.T.cells	Immune.system.Gamma.delta.T.cells	TRGV3	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Gamma.delta.T.cells	Immune.system.Gamma.delta.T.cells	TRGV4	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Gamma.delta.T.cells	Immune.system.Gamma.delta.T.cells	TRGV5	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Gamma.delta.T.cells	Immune.system.Gamma.delta.T.cells	TRGV8	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.human.Immune.system.Gamma.delta.T.cells	Immune.system.Gamma.delta.T.cells	TRGV9	human	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
