signature_id	signature_name	gene	weight
PDAC.GemPred20.Simple	Simple	AL354733.3	0.0510006892150563
PDAC.GemPred20.Simple	Simple	AL354872.1	0.379482428307713
PDAC.GemPred20.Simple	Simple	AL354953.1	1.29998826967012
PDAC.GemPred20.Simple	Simple	AL355312.2	0.793285052384508
PDAC.GemPred20.Simple	Simple	AL356488.3	-1.78099941532665
PDAC.GemPred20.Simple	Simple	AL357033.4	-0.962484072804799
PDAC.GemPred20.Simple	Simple	AL359762.3	-0.160441893961744
PDAC.GemPred20.Simple	Simple	AL359918.2	-0.230812061712742
PDAC.GemPred20.Simple	Simple	AL365205.1	0.00601835157778116
PDAC.GemPred20.Simple	Simple	AL390728.4	-0.245615898650193
PDAC.GemPred20.Simple	Simple	AL390728.5	-0.198790929166945
PDAC.GemPred20.Simple	Simple	AL391001.1	-1.62701066156831
PDAC.GemPred20.Simple	Simple	AL442128.2	0.621976185893895
PDAC.GemPred20.Simple	Simple	AL445433.1	0.763117308859711
PDAC.GemPred20.Simple	Simple	AL445524.2	-0.467010316664109
PDAC.GemPred20.Simple	Simple	AL451085.2	-0.536618249085635
PDAC.GemPred20.Simple	Simple	AL451165.2	-1.48962855722531
PDAC.GemPred20.Simple	Simple	AL512274.1	0.899371342484405
PDAC.GemPred20.Simple	Simple	AL512356.1	0.8838668555859
PDAC.GemPred20.Simple	Simple	AL512428.1	-1.23183097703763
PDAC.GemPred20.Simple	Simple	AL512652.1	0.284024570555777
PDAC.GemPred20.Simple	Simple	AL513303.1	-0.936606989617122
PDAC.GemPred20.Simple	Simple	AL513534.1	-0.212601172639279
PDAC.GemPred20.Simple	Simple	AL589743.6	1.58909460625584
PDAC.GemPred20.Simple	Simple	AL589765.5	0.593666871537517
PDAC.GemPred20.Simple	Simple	AL590428.1	-0.441823444678838
PDAC.GemPred20.Simple	Simple	AL590560.4	0.906069840052853
PDAC.GemPred20.Simple	Simple	AL590617.2	1.2854938975235
PDAC.GemPred20.Simple	Simple	AL590762.3	0.195850147889867
PDAC.GemPred20.Simple	Simple	AL591043.2	-0.0360045237207628
PDAC.GemPred20.Simple	Simple	AL591684.2	-0.0963684182995479
PDAC.GemPred20.Simple	Simple	AL592295.4	-0.0761819307100624
PDAC.GemPred20.Simple	Simple	AL603832.3	-0.0569586039897286
PDAC.GemPred20.Simple	Simple	AL606760.1	-0.877705462221349
PDAC.GemPred20.Simple	Simple	AL627171.2	-0.37019951587627
PDAC.GemPred20.Simple	Simple	AL662884.1	0.0676701677934387
PDAC.GemPred20.Simple	Simple	AL671762.1	0.587284490813069
PDAC.GemPred20.Simple	Simple	AL807752.7	-2.98682902791189
PDAC.GemPred20.Simple	Simple	ALDH3B1	-1.36370403876183
PDAC.GemPred20.Simple	Simple	ALG12	-0.708698165433217
PDAC.GemPred20.Simple	Simple	ALG1L2	0.638494694205539
PDAC.GemPred20.Simple	Simple	ALMS1P1	-1.3739549153779
PDAC.GemPred20.Simple	Simple	ALPK1	-0.0195143960508799
PDAC.GemPred20.Simple	Simple	AMDHD1	-1.26069635273699
PDAC.GemPred20.Simple	Simple	AMOTL2	-0.25846711489946
PDAC.GemPred20.Simple	Simple	ANAPC1P2	0.17578580076868
PDAC.GemPred20.Simple	Simple	ANGPT1	-2.05840941419061
PDAC.GemPred20.Simple	Simple	ANK1	0.552818607759453
PDAC.GemPred20.Simple	Simple	ANK3	1.3712530545776
PDAC.GemPred20.Simple	Simple	ANKAR	0.17093503393643
PDAC.GemPred20.Simple	Simple	ANKFN1	0.0485265843397606
PDAC.GemPred20.Simple	Simple	ANKH	1.04996038450323
PDAC.GemPred20.Simple	Simple	ANKHD1-EIF4EBP3	0.0307448276794457
PDAC.GemPred20.Simple	Simple	ANKRD20A1	-0.211884087453515
PDAC.GemPred20.Simple	Simple	ANKRD22	0.70601394208103
PDAC.GemPred20.Simple	Simple	ANKRD37	-0.457452677914313
PDAC.GemPred20.Simple	Simple	ANKRD49	0.138059035545644
PDAC.GemPred20.Simple	Simple	ANKRD49P1	-0.187725830546119
PDAC.GemPred20.Simple	Simple	ANO8	-0.865089003485826
PDAC.GemPred20.Simple	Simple	ANP32B	0.397746734351066
PDAC.GemPred20.Simple	Simple	AOC3	0.832417820208416
PDAC.GemPred20.Simple	Simple	AOX1	-2.23581780955499
PDAC.GemPred20.Simple	Simple	AP000254.1	-0.428805005026245
PDAC.GemPred20.Simple	Simple	AP000317.2	0.574746225004337
PDAC.GemPred20.Simple	Simple	AP000320.1	0.551858089125145
PDAC.GemPred20.Simple	Simple	AP000331.1	-1.12028619467947
PDAC.GemPred20.Simple	Simple	AP000424.1	1.49131832464756
PDAC.GemPred20.Simple	Simple	AP000580.1	0.436114190698297
PDAC.GemPred20.Simple	Simple	AP000769.3	-0.264695791019167
PDAC.GemPred20.Simple	Simple	AP000892.4	0.256716587839862
PDAC.GemPred20.Simple	Simple	AP000894.4	-1.49996135124747
PDAC.GemPred20.Simple	Simple	AP001062.1	0.760626725082967
PDAC.GemPred20.Simple	Simple	AP001094.2	-1.31940498661804
PDAC.GemPred20.Simple	Simple	AP001273.2	-0.239226465376702
PDAC.GemPred20.Simple	Simple	AP001372.4	0.895280517558411
PDAC.GemPred20.Simple	Simple	AP001453.3	-0.202756664916106
PDAC.GemPred20.Simple	Simple	AP001486.2	-0.526857439223834
PDAC.GemPred20.Simple	Simple	AP001628.1	0.434458101329229
PDAC.GemPred20.Simple	Simple	AP003068.4	0.322139545347545
PDAC.GemPred20.Simple	Simple	AP003119.3	0.5583856202865
PDAC.GemPred20.Simple	Simple	AP003717.1	1.08182891597583
PDAC.GemPred20.Simple	Simple	AP003778.1	-0.259404185502792
PDAC.GemPred20.Simple	Simple	AP005018.2	1.05235756615238
PDAC.GemPred20.Simple	Simple	AP006545.1	0.785990071864384
PDAC.GemPred20.Simple	Simple	AP006621.5	-0.728229518316637
PDAC.GemPred20.Simple	Simple	AP1AR	-0.071289843616576
PDAC.GemPred20.Simple	Simple	AP2A2	-0.687930027448686
PDAC.GemPred20.Simple	Simple	AP2S1	-0.067154321724479
PDAC.GemPred20.Simple	Simple	AP4B1	0.0493203570244695
PDAC.GemPred20.Simple	Simple	ARF6	0.196930084192354
PDAC.GemPred20.Simple	Simple	ARFIP1	-0.481396079283987
PDAC.GemPred20.Simple	Simple	ARG2	2.54423224716214
PDAC.GemPred20.Simple	Simple	ARHGAP19	0.297442491320063
PDAC.GemPred20.Simple	Simple	ARHGAP24	0.891161104606473
