"","cell_ID","color_label","reannotated_cell_type"
"1042","Tcell__green__cy79.p5.CD45.pos.PD1.pos.H02.S662.comb","turquoise","Tcell"
"1043","malignant__turquoise__cy81.FNA.CD45.neg.E12.S1020.comb","blue","malignant"
"1044","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.A12.S1068.comb","blue","malignant"
"1045","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.B11.S1079.comb","blue","malignant"
"1046","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.A05.S773.comb","blue","malignant"
"1047","malignant__turquoise__cy80.CD45.neg.D03.S903.comb","blue","malignant"
"1048","Tcell__green__cy79.p4.CD45.pos.PD1.pos.F06.S354.comb","turquoise","Tcell"
"1049","malignant__turquoise__cy81.Bulk.CD45.neg.E09.S153.comb","blue","malignant"
"1050","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.F05.S833.comb","blue","malignant"
"1051","Tcell__green__cy79.p5.CD45.pos.PD1.pos.E09.S633.comb","turquoise","Tcell"
"1052","malignant__turquoise__cy80.CD45.neg.B01.S877.comb","blue","malignant"
"1053","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.H06.S858.comb","blue","malignant"
"1054","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.A03.S1059.comb","blue","malignant"
"1055","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.H10.S862.comb","blue","malignant"
"1056","malignant__turquoise__cy80.CD45.neg.C09.S897.comb","blue","malignant"
"1057","Endo__pink__cy80.CD45.neg.E12.S924.comb","red","Endo"
"1058","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.E03.S723.comb","blue","malignant"
"1059","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.C12.S420.comb","blue","malignant"
"1060","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.E08.S728.comb","blue","malignant"
"1061","malignant__turquoise__cy80.CD45.neg.D07.S907.comb","blue","malignant"
"1062","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.H07.S859.comb","blue","malignant"
"1063","malignant__turquoise__cy79.p5.CD45.pos.PD1.pos.E02.S626.comb","blue","malignant"
"1064","malignant__turquoise__cy80.CD45.neg.A03.S867.comb","blue","malignant"
"1065","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.G09.S849.comb","blue","malignant"
"1066","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.C09.S801.comb","blue","malignant"
"1067","Tcell__green__cy79.p4.CD45.pos.PD1.pos.E09.S345.comb","turquoise","Tcell"
"1068","malignant__turquoise__cy80.CD45.neg.H09.S957.comb","blue","malignant"
"1069","Tcell__green__cy79.p5.CD45.pos.PD1.pos.G05.S653.comb","turquoise","Tcell"
"1070","malignant__turquoise__cy80.CD45.neg.H02.S950.comb","blue","malignant"
"1071","Tcell__green__cy79.p5.CD45.pos.PD1.pos.H07.S667.comb","turquoise","Tcell"
"1072","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.G03.S843.comb","blue","malignant"
"1073","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.D12.S432.comb","blue","malignant"
"1074","malignant__turquoise__cy81.Bulk.CD45.neg.C08.S128.comb","green","CAF"
"1075","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.A08.S392.comb","blue","malignant"
"1076","malignant__turquoise__cy80.CD45.neg.E01.S913.comb","blue","malignant"
"1077","Tcell__green__cy79.p5.CD45.pos.PD1.pos.D03.S615.comb","turquoise","Tcell"
"1078","malignant__turquoise__cy81.Bulk.CD45.neg.C04.S124.comb","blue","malignant"
"1079","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.F11.S455.comb","blue","malignant"
"1080","malignant__turquoise__cy82.CD45.pos.1.H05.S569.comb","blue","malignant"
"1081","Bcell__yellowgreen__cy79.p5.CD45.pos.PD1.pos.D09.S621.comb","brown","Bcell"
"1082","malignant__turquoise__cy80.CD45.neg.H03.S951.comb","blue","malignant"
"1083","malignant__turquoise__cy81.Bulk.CD45.neg.B03.S111.comb","blue","malignant"
"1084","malignant__turquoise__cy81.Bulk.CD45.neg.E08.S152.comb","blue","malignant"
"1085","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.D06.S1098.comb","blue","malignant"
"1086","Tcell__green__cy79.p5.CD45.pos.PD1.pos.C07.S607.comb","turquoise","Tcell"
"1087","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.B09.S1077.comb","blue","malignant"
"1088","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.B10.S406.comb","blue","malignant"
"1089","Tcell__green__cy79.p4.CD45.pos.PD1.pos.E07.S343.comb","turquoise","Tcell"
"1090","Tcell__green__cy82.CD45.pos.1.F08.S548.comb","turquoise","Tcell"
"1091","malignant__turquoise__cy80.CD45.neg.D10.S910.comb","blue","malignant"
"1092","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.F02.S734.comb","blue","malignant"
"1093","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.G07.S847.comb","blue","malignant"
"1094","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.H03.S1143.comb","blue","malignant"
"1095","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.H10.S1150.comb","blue","malignant"
"1096","Tcell__green__cy79.p4.CD45.pos.PD1.pos.F01.S349.comb","turquoise","Tcell"
"1097","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.D02.S422.comb","blue","malignant"
"1098","Tcell__green__cy79.p4.CD45.pos.PD1.pos.C10.S322.comb","turquoise","Tcell"
"1099","Endo__pink__cy80.CD45.neg.F12.S936.comb","red","Endo"
"1100","Endo__pink__cy80.CD45.neg.F10.S934.comb","red","Endo"
"1101","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.A11.S395.comb","blue","malignant"
"1102","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.C10.S418.comb","blue","malignant"
"1103","Tcell__green__cy79.p5.CD45.pos.PD1.pos.G12.S660.comb","turquoise","Tcell"
"1104","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.E02.S434.comb","blue","malignant"
"1105","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.F09.S453.comb","blue","malignant"
"1106","Tcell__green__cy79.p5.CD45.pos.PD1.pos.B08.S596.comb","turquoise","Tcell"
"1107","Bcell__yellowgreen__cy79.p4.CD45.pos.PD1.pos.B10.S310.comb","brown","Bcell"
"1108","malignant__turquoise__cy80.CD45.neg.D09.S909.comb","blue","malignant"
"1109","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.C11.S1091.comb","blue","malignant"
"1110","Tcell__green__cy79.p4.CD45.pos.PD1.pos.F04.S352.comb","turquoise","Tcell"
"1111","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.B04.S688.comb","blue","malignant"
"1112","malignant__turquoise__cy81.Bulk.CD45.neg.F05.S161.comb","blue","malignant"
"1113","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.E06.S726.comb","blue","malignant"
"1114","malignant__turquoise__cy81.FNA.CD45.neg.G03.S1035.comb","blue","malignant"
"1115","Tcell__green__cy79.p5.CD45.pos.PD1.pos.H06.S666.comb","turquoise","Tcell"
"1116","Tcell__green__cy79.p5.CD45.pos.PD1.pos.F02.S638.comb","turquoise","Tcell"
"1117","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.F11.S839.comb","blue","malignant"
"1118","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.F02.S830.comb","blue","malignant"
"1119","malignant__turquoise__cy81.FNA.CD45.neg.G09.S1041.comb","green","CAF"
"1120","Tcell__green__cy79.p4.CD45.pos.PD1.pos.G05.S365.comb","turquoise","Tcell"
"1121","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.G03.S459.comb","blue","malignant"
"1122","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.A12.S780.comb","blue","malignant"
"1123","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.A08.S1064.comb","blue","malignant"
"1124","malignant__turquoise__cy80.CD45.neg.D11.S911.comb","blue","malignant"
"1125","malignant__turquoise__cy82.CD45.neg.2.H12.S288.comb","blue","malignant"
"1126","Tcell__green__cy79.p4.CD45.pos.PD1.pos.G02.S362.comb","turquoise","Tcell"
"1127","Endo__pink__cy80.CD45.neg.H05.S953.comb","red","Endo"
"1128","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.E01.S1105.comb","blue","malignant"
"1129","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.B03.S1071.comb","blue","malignant"
"1130","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.A11.S779.comb","blue","malignant"
"1131","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.D04.S1096.comb","blue","malignant"
"1132","malignant__turquoise__cy80.CD45.neg.E06.S918.comb","blue","malignant"
"1133","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.H03.S759.comb","blue","malignant"
"1134","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.A07.S775.comb","blue","malignant"
"1135","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.C05.S413.comb","blue","malignant"
"1136","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.D08.S428.comb","blue","malignant"
"1137","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.H11.S767.comb","blue","malignant"
"1138","malignant__turquoise__cy80.CD45.neg.B04.S880.comb","blue","malignant"
"1139","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.B10.S1078.comb","blue","malignant"
"1140","CAF__red__cy82.CD45.pos.1.C12.S516.comb","green","CAF"
"1141","Tcell__green__cy79.p4.CD45.pos.PD1.pos.F02.S350.comb","turquoise","Tcell"
"1142","Tcell__green__cy82.CD45.pos.1.H09.S573.comb","turquoise","Tcell"
"1143","malignant__turquoise__cy81.FNA.CD45.neg.F12.S1032.comb","blue","malignant"
"1144","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.F02.S1118.comb","blue","malignant"
"1145","Tcell__green__cy79.p5.CD45.pos.PD1.pos.D04.S616.comb","turquoise","Tcell"
"1146","Tcell__green__cy79.p5.CD45.pos.PD1.pos.G08.S656.comb","turquoise","Tcell"
"1147","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.G03.S747.comb","blue","malignant"
"1148","Tcell__green__cy79.p4.CD45.pos.PD1.pos.D06.S330.comb","turquoise","Tcell"
"1149","Tcell__green__cy79.p5.CD45.pos.PD1.pos.E10.S634.comb","turquoise","Tcell"
"1150","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.A12.S396.comb","blue","malignant"
"1151","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.H10.S766.comb","blue","malignant"
"1152","malignant__turquoise__cy80.CD45.neg.D01.S901.comb","blue","malignant"
"1153","malignant__turquoise__cy80.CD45.neg.C02.S890.comb","blue","malignant"
"1154","malignant__turquoise__cy80.CD45.neg.E10.S922.comb","blue","malignant"
"1155","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.H04.S1144.comb","blue","malignant"
"1156","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.C02.S1082.comb","blue","malignant"
"1157","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.C11.S419.comb","blue","malignant"
"1158","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.G03.S1131.comb","blue","malignant"
"1159","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.F07.S1123.comb","blue","malignant"
"1160","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.C09.S1089.comb","blue","malignant"
"1161","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.D10.S814.comb","blue","malignant"
"1162","malignant__turquoise__cy81.Bulk.CD45.neg.G04.S172.comb","blue","malignant"
"1163","Tcell__green__cy79.p5.CD45.pos.PD1.pos.E01.S625.comb","turquoise","Tcell"
"1164","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.F08.S836.comb","blue","malignant"
"1165","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.D11.S1103.comb","blue","malignant"
"1166","Bcell__yellowgreen__cy80.CD45.neg.C10.S898.comb","brown","Bcell"
"1167","Bcell__yellowgreen__cy82.CD45.pos.1.F01.S541.comb","brown","Bcell"
"1168","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.F09.S1125.comb","blue","malignant"
"1169","Tcell__green__cy79.p4.CD45.pos.PD1.pos.G03.S363.comb","turquoise","Tcell"
"1170","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.G07.S751.comb","blue","malignant"
"1171","malignant__turquoise__cy81.Bulk.CD45.neg.G07.S175.comb","blue","malignant"
"1172","Tcell__green__cy79.p5.CD45.pos.PD1.pos.F03.S639.comb","turquoise","Tcell"
"1173","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.G04.S748.comb","blue","malignant"
"1174","Tcell__green__cy79.p4.CD45.pos.PD1.pos.E01.S337.comb","turquoise","Tcell"
"1175","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.B06.S402.comb","blue","malignant"
"1176","Tcell__green__cy79.p4.CD45.pos.PD1.pos.F03.S351.comb","turquoise","Tcell"
"1177","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.F05.S737.comb","blue","malignant"
"1178","CAF__red__cy82.CD45.pos.1.D06.S522.comb","green","CAF"
"1179","Endo__pink__cy80.CD45.neg.A04.S868.comb","red","Endo"
"1180","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.A11.S1067.comb","blue","malignant"
"1181","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.G06.S1134.comb","blue","malignant"
"1182","Tcell__green__cy79.p4.CD45.pos.PD1.pos.G12.S372.comb","turquoise","Tcell"
"1183","malignant__turquoise__cy80.CD45.neg.C03.S891.comb","blue","malignant"
"1184","Tcell__green__cy79.p4.CD45.pos.PD1.pos.H03.S375.comb","turquoise","Tcell"
"1185","Tcell__green__cy79.p5.CD45.pos.PD1.pos.B01.S589.comb","turquoise","Tcell"
"1186","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.B09.S693.comb","blue","malignant"
"1187","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.D05.S809.comb","blue","malignant"
"1188","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.C04.S796.comb","blue","malignant"
"1189","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.G12.S1140.comb","blue","malignant"
"1190","Tcell__green__cy79.p5.CD45.pos.PD1.pos.D06.S618.comb","turquoise","Tcell"
"1191","Tcell__green__cy79.p5.CD45.pos.PD1.pos.C05.S605.comb","turquoise","Tcell"
"1192","malignant__turquoise__cy80.CD45.neg.F01.S925.comb","blue","malignant"
"1193","malignant__turquoise__cy81.Bulk.CD45.neg.G06.S174.comb","blue","malignant"
"1194","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.G04.S460.comb","blue","malignant"
"1195","Tcell__green__cy79.p5.CD45.pos.PD1.pos.D01.S613.comb","turquoise","Tcell"
"1196","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.F10.S742.comb","blue","malignant"
"1197","Tcell__green__cy79.p4.CD45.pos.PD1.pos.F12.S360.comb","turquoise","Tcell"
"1198","malignant__turquoise__cy80.CD45.neg.D02.S902.comb","blue","malignant"
"1199","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.B03.S399.comb","blue","malignant"
"1200","Tcell__green__cy82.CD45.pos.3.H10.S94.comb","turquoise","Tcell"
"1201","malignant__turquoise__cy80.CD45.neg.B08.S884.comb","blue","malignant"
"1202","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.D09.S717.comb","blue","malignant"
"1203","malignant__turquoise__cy80.CD45.neg.F08.S932.comb","blue","malignant"
"1204","Tcell__green__cy79.p4.CD45.pos.PD1.pos.H07.S379.comb","turquoise","Tcell"
"1205","malignant__turquoise__cy81.FNA.CD45.neg.E09.S1017.comb","blue","malignant"
"1206","Tcell__green__cy79.p4.CD45.pos.PD1.pos.C09.S321.comb","turquoise","Tcell"
"1207","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.C04.S700.comb","blue","malignant"
"1208","Tcell__green__cy82.CD45.pos.1.G10.S562.comb","turquoise","Tcell"
"1209","malignant__turquoise__cy82.CD45.pos.1.B11.S503.comb","blue","malignant"
"1210","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.D09.S429.comb","blue","malignant"
"1211","malignant__turquoise__cy82.CD45.pos.1.D01.S517.comb","blue","malignant"
"1212","Macro__yellow__cy82.CD45.pos.3.B12.S24.comb","yellow","Macro"
"1213","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.H05.S473.comb","blue","malignant"
"1214","malignant__turquoise__cy80.CD45.neg.E05.S917.comb","blue","malignant"
"1215","Tcell__green__cy79.p5.CD45.pos.PD1.pos.E06.S630.comb","turquoise","Tcell"
"1216","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.C06.S414.comb","blue","malignant"
"1217","Tcell__green__cy79.p5.CD45.pos.PD1.pos.B10.S598.comb","turquoise","Tcell"
"1218","malignant__turquoise__cy81.Bulk.CD45.neg.H12.S192.comb","green","CAF"
"1219","malignant__turquoise__cy81.FNA.CD45.neg.D01.S997.comb","blue","malignant"
"1220","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.H09.S765.comb","blue","malignant"
"1221","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.C08.S1088.comb","blue","malignant"
"1222","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.A09.S777.comb","blue","malignant"
"1223","malignant__turquoise__cy81.FNA.CD45.neg.D03.S999.comb","blue","malignant"
"1224","malignant__turquoise__cy81.FNA.CD45.neg.E06.S1014.comb","blue","malignant"
"1225","Tcell__green__cy79.p4.CD45.pos.PD1.pos.E11.S347.comb","turquoise","Tcell"
"1226","Tcell__green__cy79.p5.CD45.pos.PD1.pos.A03.S579.comb","turquoise","Tcell"
"1227","malignant__turquoise__cy81.FNA.CD45.neg.C11.S995.comb","blue","malignant"
"1228","malignant__turquoise__cy80.CD45.neg.B03.S879.comb","blue","malignant"
"1229","Tcell__green__cy79.p4.CD45.pos.PD1.pos.F10.S358.comb","turquoise","Tcell"
"1230","Tcell__green__cy82.CD45.pos.3.C07.S31.comb","turquoise","Tcell"
"1231","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.A06.S390.comb","blue","malignant"
"1232","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.H05.S1145.comb","blue","malignant"
"1233","Tcell__green__cy79.p4.CD45.pos.PD1.pos.F05.S353.comb","turquoise","Tcell"
"1234","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.E09.S1113.comb","blue","malignant"
"1235","Tcell__green__cy79.p4.CD45.pos.PD1.pos.F11.S359.comb","turquoise","Tcell"
"1236","Tcell__green__cy79.p5.CD45.pos.PD1.pos.C02.S602.comb","turquoise","Tcell"
"1237","malignant__turquoise__cy81.Bulk.CD45.neg.D01.S133.comb","green","CAF"
"1238","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.G08.S848.comb","blue","malignant"
"1239","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.F04.S448.comb","blue","malignant"
"1240","Endo__pink__cy81.Bulk.CD45.neg.E03.S147.comb","red","Endo"
"1241","Tcell__green__cy79.p4.CD45.pos.PD1.pos.A08.S296.comb","turquoise","Tcell"
"1242","Tcell__green__cy79.p4.CD45.pos.PD1.pos.F09.S357.comb","turquoise","Tcell"
"1243","Tcell__green__cy79.p5.CD45.pos.PD1.pos.B03.S591.comb","turquoise","Tcell"
"1244","Tcell__green__cy79.p5.CD45.pos.PD1.pos.G07.S655.comb","turquoise","Tcell"
"1245","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.D08.S1100.comb","blue","malignant"
"1246","Tcell__green__cy79.p5.CD45.pos.PD1.pos.D05.S617.comb","turquoise","Tcell"
"1247","Tcell__green__cy79.p5.CD45.pos.PD1.pos.A08.S584.comb","turquoise","Tcell"
"1248","malignant__turquoise__cy82.CD45.pos.3.A12.S12.comb","blue","malignant"
"1249","Tcell__green__cy79.p4.CD45.pos.PD1.pos.G11.S371.comb","turquoise","Tcell"
"1250","malignant__turquoise__cy81.Bulk.CD45.neg.B02.S110.comb","blue","malignant"
"1251","malignant__turquoise__cy80.CD45.neg.A06.S870.comb","blue","malignant"
"1252","Tcell__green__cy79.p4.CD45.pos.PD1.pos.A02.S290.comb","turquoise","Tcell"
"1253","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.B12.S408.comb","blue","malignant"
"1254","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.G09.S465.comb","blue","malignant"
"1255","malignant__turquoise__cy81.Bulk.CD45.neg.B04.S112.comb","brown","Bcell"
"1256","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.H11.S863.comb","blue","malignant"
"1257","Tcell__green__cy79.p4.CD45.pos.PD1.pos.E08.S344.comb","turquoise","Tcell"
"1258","Tcell__green__cy79.p4.CD45.pos.PD1.pos.G04.S364.comb","turquoise","Tcell"
"1259","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.D02.S806.comb","blue","malignant"
"1260","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.B07.S787.comb","blue","malignant"
"1261","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.F01.S445.comb","blue","malignant"
"1262","malignant__turquoise__cy81.FNA.CD45.neg.D12.S1008.comb","blue","malignant"
"1263","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.A08.S776.comb","blue","malignant"
"1264","Tcell__green__cy79.p5.CD45.pos.PD1.pos.H01.S661.comb","turquoise","Tcell"
"1265","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.B12.S1080.comb","blue","malignant"
"1266","Tcell__green__cy79.p4.CD45.pos.PD1.pos.D09.S333.comb","turquoise","Tcell"
"1267","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.G02.S1130.comb","blue","malignant"
"1268","Tcell__green__cy79.p5.CD45.pos.PD1.pos.H04.S664.comb","turquoise","Tcell"
"1269","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.C05.S701.comb","blue","malignant"
"1270","malignant__turquoise__cy82.CD45.pos.3.A08.S8.comb","blue","malignant"
"1271","malignant__turquoise__cy81.FNA.CD45.neg.E08.S1016.comb","blue","malignant"
"1272","malignant__turquoise__cy81.Bulk.CD45.neg.A07.S103.comb","blue","malignant"
"1273","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.E01.S721.comb","blue","malignant"
"1274","Tcell__green__cy79.p4.CD45.pos.PD1.pos.A07.S295.comb","turquoise","Tcell"
"1275","Tcell__green__cy79.p4.CD45.pos.PD1.pos.H12.S384.comb","turquoise","Tcell"
"1276","malignant__turquoise__cy81.Bulk.CD45.neg.H07.S187.comb","blue","malignant"
"1277","Tcell__green__cy79.p4.CD45.pos.PD1.pos.H08.S380.comb","turquoise","Tcell"
"1278","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.A10.S1066.comb","blue","malignant"
"1279","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.G10.S466.comb","blue","malignant"
"1280","Tcell__green__cy79.p4.CD45.pos.PD1.pos.E03.S339.comb","turquoise","Tcell"
"1281","Tcell__green__cy79.p5.CD45.pos.PD1.pos.A11.S587.comb","turquoise","Tcell"
"1282","Tcell__green__cy79.p5.CD45.pos.PD1.pos.A02.S578.comb","turquoise","Tcell"
"1283","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.F10.S454.comb","blue","malignant"
"1284","malignant__turquoise__cy81.FNA.CD45.neg.E01.S1009.comb","blue","malignant"
"1285","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.G06.S750.comb","blue","malignant"
"1286","malignant__turquoise__cy81.FNA.CD45.neg.F01.S1021.comb","blue","malignant"
"1287","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.C02.S698.comb","blue","malignant"
"1288","Tcell__green__cy79.p4.CD45.pos.PD1.pos.H02.S374.comb","turquoise","Tcell"
"1289","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.A02.S1058.comb","blue","malignant"
"1290","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.D07.S715.comb","blue","malignant"
"1291","malignant__turquoise__cy81.FNA.CD45.neg.H02.S1046.comb","blue","malignant"
"1292","Tcell__green__cy82.CD45.pos.1.C04.S508.comb","turquoise","Tcell"
"1293","malignant__turquoise__cy81.FNA.CD45.neg.B03.S975.comb","blue","malignant"
"1294","malignant__turquoise__cy81.Bulk.CD45.neg.H02.S182.comb","blue","malignant"
"1295","malignant__turquoise__cy80.CD45.neg.A10.S874.comb","blue","malignant"
"1296","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.E04.S820.comb","blue","malignant"
"1297","Tcell__green__cy79.p5.CD45.pos.PD1.pos.B02.S590.comb","turquoise","Tcell"
"1298","Tcell__green__cy79.p4.CD45.pos.PD1.pos.B06.S306.comb","turquoise","Tcell"
"1299","malignant__turquoise__cy81.FNA.CD45.neg.E10.S1018.comb","blue","malignant"
"1300","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.G02.S458.comb","blue","malignant"
"1301","Tcell__green__cy79.p5.CD45.pos.PD1.pos.D10.S622.comb","turquoise","Tcell"
"1302","Tcell__green__cy79.p5.CD45.pos.PD1.pos.B05.S593.comb","turquoise","Tcell"
"1303","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.B08.S692.comb","blue","malignant"
"1304","Tcell__green__cy79.p4.CD45.pos.PD1.pos.C02.S314.comb","turquoise","Tcell"
"1305","malignant__turquoise__cy81.FNA.CD45.neg.H10.S1054.comb","green","CAF"
"1306","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.H07.S1147.comb","blue","malignant"
"1307","Tcell__green__cy79.p4.CD45.pos.PD1.pos.H01.S373.comb","turquoise","Tcell"
"1308","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.F03.S735.comb","blue","malignant"
"1309","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.B12.S696.comb","blue","malignant"
"1310","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.D08.S812.comb","blue","malignant"
"1311","malignant__turquoise__cy81.FNA.CD45.neg.H11.S1055.comb","blue","malignant"
"1312","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.F04.S1120.comb","blue","malignant"
"1313","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.D10.S718.comb","blue","malignant"
"1314","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.H02.S1142.comb","blue","malignant"
"1315","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.B09.S405.comb","blue","malignant"
"1316","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.B11.S695.comb","blue","malignant"
"1317","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.G08.S752.comb","blue","malignant"
"1318","Tcell__green__cy79.p5.CD45.pos.PD1.pos.D08.S620.comb","turquoise","Tcell"
"1319","Tcell__green__cy79.p4.CD45.pos.PD1.pos.D07.S331.comb","turquoise","Tcell"
"1320","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.H08.S860.comb","blue","malignant"
"1321","Tcell__green__cy79.p4.CD45.pos.PD1.pos.E02.S338.comb","turquoise","Tcell"
"1322","Tcell__green__cy79.p5.CD45.pos.PD1.pos.D11.S623.comb","turquoise","Tcell"
