"","DE_fc_tumor_over_normal","DE_ml_normal_vs_tumor","DE_p_normal_vs_tumor","p_adjusted_bonferroni","p_adjusted_BH","p_adjusted_BY","gene_symbol"
"ABI1",-0.191360975609756,10.7796804878049,3.18351943078624e-05,0.638295645872641,6.03020882973911e-05,0.000632160361707106,"ABI1"
"TRAP1",1.1700870850271,11.2803630547087,5.78003120819283e-22,1.15889625724266e-17,1.28338455951568e-20,1.34540091439561e-19,"TRAP1"
"SLC22A4",-1.59583605182927,5.77366490091463,3.18389857280215e-11,6.3837166384683e-07,1.05290134412999e-10,1.1037801730258e-09,"SLC22A4"
"TESC",3.69124718834688,7.356933350271,4.57501715430685e-20,9.17290939438524e-16,5.61034213723868e-19,5.88144791484918e-18,"TESC"
"MUC7",0.21680476795393,0.168029213245257,0.103994546137836,1,0.13246240074097,1,"MUC7"
"LOC284578",-1.96735521680217,3.53792483062331,6.84713788629306e-14,1.37285114620176e-09,3.01991013242798e-13,3.16583975039753e-12,"LOC284578"
"NKTR",0.443412313685638,9.8839598153794,4.12685338214949e-05,0.827434103120973,7.72797331765175e-05,0.000810140833540743,"NKTR"
"RHOH",-1.55646309281843,6.5087391852981,7.42970345291316e-13,1.48965554230909e-08,2.91403666335894e-12,3.05485021024794e-11,"RHOH"
"OTP",0.284589947493225,0.218390095697832,0.00117267294589555,1,0.00190520156917638,0.0199726567868727,"OTP"
"PTCHD3",-0.331648585704607,0.384468390074526,2.45341838140173e-06,0.0491910385471048,5.14604441333871e-06,5.39471416255707e-05,"PTCHD3"
"NTF3",-0.969417513550135,3.29673514566396,1.43336496874018e-09,2.87389676232406e-05,4.02082793457201e-09,4.21512440654736e-08,"NTF3"
"SP100",-0.286985459010841,10.3254194656165,0.000214729486972214,1,0.000375682915688734,0.00393836854700179,"SP100"
"ELP2P",0.233847586382114,2.54891891514228,0.0396297387788138,1,0.0538002750704324,0.564000390512806,"ELP2P"
"KRT39",0.257308697493225,0.822049470697832,0.87013225012319,1,0.88843263303814,1,"KRT39"
"KRT38",0.371943563685637,0.213225440379404,0.0015501059283895,1,0.00248358829025167,0.0260360149412098,"KRT38"
"ACADVL",-0.857026803861787,12.6039061102642,9.27576176044324e-17,1.85979023296887e-12,5.96472487013084e-16,6.25295530859486e-15,"ACADVL"
"RAB4B",-1.03809783197832,9.19052669376694,1.68454037765853e-20,3.37750345720536e-16,2.30705481050366e-19,2.41853747467848e-18,"RAB4B"
"OR6C70",0.0118652777777778,0.00593263888888889,0.398275514264314,1,0.44950318384461,1,"OR6C70"
"ZBED5",0.211455216802168,9.40802516937669,0.000513198501972498,1,0.000865542620795152,0.00907367807125266,"ZBED5"
"RAB4A",-0.212862838753388,9.93546614159892,2.86907373605361e-05,0.575249284078749,5.45725532756616e-05,0.000572096356727915,"RAB4A"
"KRT31",0.641688380758808,0.334990531842818,1.29544937174683e-05,0.259737599035239,2.5471045789674e-05,0.000267018704892102,"KRT31"
"SOX14",1.96850531842818,1.02182095189702,1.20806786823918e-12,2.42217607581956e-08,4.63396991738962e-12,4.85789494498088e-11,"SOX14"
"KRT32",0.429667013888889,0.214833506944444,4.2721903460001e-05,0.856574164373019,7.98819513543802e-05,0.000837420472289666,"KRT32"
"KRT35",0.23019375,0.115096875,0.00444338087823344,1,0.00677901282975046,0.0710659170100011,"KRT35"
"DHDDS",-1.30422045223577,10.0398800177846,7.47227461568671e-24,1.49819106044519e-19,4.94461025519724e-22,5.18354620160208e-21,"DHDDS"
"KRT37",0.355120477642276,0.204362677845528,0.000559369417395687,1,0.000939073668155699,0.00984452058779875,"KRT37"
"KRT36",0.300490667344173,1.30703313855014,0.203278313247434,1,0.245259969948914,1,"KRT36"
"IL21",0.0305611534552845,0.193868381605691,0.37621713726931,1,0.428077498567031,1,"IL21"
"CHN2",-0.13678871104336,8.68915442496612,0.617595378338903,1,0.661438349217189,1,"CHN2"
"CHN1",0.465842826897019,6.50938726710705,0.00115039939175958,1,0.00187113716271434,0.0196155519482445,"CHN1"
"IL22",-0.103681512533875,0.54843485348916,0.386581155594206,1,0.438476674190407,1,"IL22"
"IL25",-0.257329996612466,0.178974026084011,2.73864993116972e-12,5.49099311199528e-08,1.00604490875692e-11,1.05465951739002e-10,"IL25"
"IL24",1.85940683434959,2.53303512449187,1.83067097149829e-06,0.0367049529785407,3.89194708711066e-06,4.08001571388239e-05,"IL24"
"IL27",0.0118827489837399,0.953709667174797,0.425316673181015,1,0.477282100927932,1,"IL27"
"IL26",0.136548221544715,1.04768630589431,0.627469134412771,1,0.670990892647579,1,"IL26"
"IL29",-0.00180764735772354,0.337798615345528,0.40547679195857,1,0.456807870920343,1,"IL29"
"RAP2A",0.324487652439025,9.90769992378049,5.74759398675928e-06,0.115239259434524,1.16674353988583e-05,0.000122312350868546,"RAP2A"
"PPP4R1L",0.343353396002709,5.81489864922087,0.00113627999413347,1,0.00184982249775707,0.01939210551895,"PPP4R1L"
"CAV2",-0.592225118563686,8.47592158705962,0.000441191438545923,1,0.000748638957322963,0.00784815065964788,"CAV2"
"CAV3",-1.16813569613821,0.744412639735772,3.25511484414215e-28,6.52650526250502e-24,2.71937719271042e-25,2.85078430664606e-24,"CAV3"
"AXL",-1.44650820630081,9.32840931148374,9.82075457120602e-14,1.96906129152681e-09,4.26021341877765e-13,4.46607759665341e-12,"AXL"
"CAV1",-1.81685983231707,10.2592017911585,5.12953769193826e-16,1.02847230723362e-11,2.9267851657189e-15,3.06821475215792e-14,"CAV1"
"ZNF548",-0.294400635162602,7.16528260924797,0.174099543918128,1,0.21276946577828,1,"ZNF548"
"TIMP1",1.9315714600271,11.4167052422087,9.60544807377627e-21,1.92589233879214e-16,1.39759966530634e-19,1.46513518003656e-18,"TIMP1"
"IL12RB1",-1.03226821646341,5.93221223323171,5.79556727439358e-06,0.116201123851591,1.17612686310865e-05,0.000123296025757763,"IL12RB1"
"LDHA",0.457871934281844,13.9504188939702,2.93243929894844e-07,0.00587954079439161,6.70494670813646e-07,7.02894651896456e-06,"LDHA"
"IL12RB2",-0.846078023373984,3.61443172002032,1.50851062464012e-06,0.0302456380240344,3.2299912456252e-06,3.38607250892429e-05,"IL12RB2"
"ATP6AP1",0.20049075203252,11.7025087906504,0.000356588566954902,1,0.000610607290754615,0.00640113363704409,"ATP6AP1"
"ATP6AP2",0.123295418360433,11.4584672213753,0.161922787520774,1,0.199053061541728,1,"ATP6AP2"
"ELOF1",0.202974906842819,9.6722142826897,7.33546399998519e-05,1,0.000134561805306224,0.00141064168615242,"ELOF1"
"ENSA",-0.124821392276424,11.7035502794715,0.000942813846959855,1,0.00154870034673757,0.0162353742467639,"ENSA"
"CLINT1",-0.41780574186992,11.3752507876016,2.15689468924021e-08,0.000432457385192663,5.43839178350748e-08,5.70118848954651e-07,"CLINT1"
"PDCL",0.0118164295392944,8.76677650745257,0.689074724599904,1,0.72999837386269,1,"PDCL"
"FLJ35390",-0.564286686991871,5.6428225101626,8.06970045357981e-05,1,0.000147464198146546,0.00154590037378858,"FLJ35390"
"WLS",-0.955765108401083,10.8177686653117,5.3626959479811e-18,1.07522053757021e-13,4.23982861817906e-17,4.44470775145638e-16,"WLS"
"BRCA1",1.33773652608401,8.48774875084688,1.05409502753783e-19,2.11346053021335e-15,1.18004496382655e-18,1.23706769073122e-17,"BRCA1"
"BRCA2",1.97111753895664,6.91870754996613,3.94480758686681e-23,7.90933921166795e-19,1.5447928147789e-21,1.61944107099093e-20,"BRCA2"
"LRRC39",-0.112943555216802,1.70607212483062,0.263583640452845,1,0.310672623072103,1,"LRRC39"
"OR4N2",0.0203576388888889,0.0101788194444444,0.282211433390687,1,0.330163335248178,1,"OR4N2"
"ZNF439",-1.4590745850271,6.17284319529133,1.37378814406706e-11,2.75444522885445e-07,4.69481034405054e-11,4.92167533337258e-10,"ZNF439"
"PRY2",-0.258861466802168,0.209371705623306,0.00140237810999654,1,0.00225881114278845,0.0236796255216084,"PRY2"
"OR4N4",-0.0218168614498645,0.0416476668360434,0.0158768117223691,1,0.022745986068846,0.238451290604617,"OR4N4"
"AHRR",-1.67300678353659,5.38235026676829,1.80643429181147e-15,3.621900755082e-11,9.62759371366825e-15,1.00928231446752e-13,"AHRR"
"CYP24A1",1.46712103658537,1.95050198170732,2.16237712967987e-06,0.0433556614500813,4.55560170747939e-06,4.7757397869723e-05,"CYP24A1"
"ACOT8",-0.427858172425474,9.44662457232385,1.24455664689319e-05,0.249533607702084,2.45266806519602e-05,0.000257118712638159,"ACOT8"
"ACOT9",0.66380634315718,9.0469763423103,3.08875439170333e-16,6.19295255536517e-12,1.82413919156559e-15,1.91228616404997e-14,"ACOT9"
"ACOT6",-0.186424932249323,0.616068021680217,0.0402883167379731,1,0.0546536367115265,0.572946372632705,"ACOT6"
"ACOT7",0.0312544546070459,10.4067443004743,0.593093415710812,1,0.640845170564873,1,"ACOT7"
"ACOT4",-1.12681648882114,6.45814053607724,1.70765201892667e-11,3.42384229794798e-07,5.7815641640459e-11,6.06094381864752e-10,"ACOT4"
"ACOT2",-1.02509345359079,8.35976790735095,6.18032473116763e-20,1.23915510859911e-15,7.32794268834483e-19,7.68204722461232e-18,"ACOT2"
"H2BFM",0.0459722730352304,0.0345715023712737,0.210391452409763,1,0.252853121190179,1,"H2BFM"
"ACOT1",-0.964984654471545,8.66038816056911,1.05956271464224e-16,2.1244232428577e-12,6.73351265565038e-16,7.05889284457745e-15,"ACOT1"
"ADCY4",-0.268368580623306,6.46796692920054,0.0532371438181119,1,0.0710135542248116,0.744451069479898,"ADCY4"
"ADCY5",-3.94124739159892,6.33902508468835,6.18827700583561e-22,1.24074953967004e-17,1.36055685251777e-20,1.42630236579704e-19,"ADCY5"
"ADCY6",-0.867737914972901,11.0810505547087,3.95356837960713e-16,7.9269046011123e-12,2.29568328826233e-15,2.40661645201375e-14,"ADCY6"
"ADCY7",-0.330767920054202,8.92827701558265,0.00986459486676254,1,0.0144664370303239,0.15165491484477,"ADCY7"
"ADCY1",-0.257986780149051,5.1363992928523,0.0604203671215635,1,0.0801050294774416,0.839759050454122,"ADCY1"
"ADCY2",-2.18456236449865,4.56807979336043,1.42308961319224e-13,2.85329467445044e-09,6.05161144773914e-13,6.34404046315448e-12,"ADCY2"
"ADCY3",1.01450783367209,9.84929781927507,9.45042775549928e-18,1.89481076497761e-13,7.16921177785091e-17,7.51564603913916e-16,"ADCY3"
"KIF25",0.600916268631436,1.53607276846206,0.248768516989359,1,0.294996969815274,1,"KIF25"
"KIF24",1.10207079945799,6.92444515582656,6.97660760628022e-19,1.39880982505918e-14,6.61063244356892e-18,6.93007475301656e-17,"KIF24"
"KIF27",0.696189007452575,5.49096035738482,1.31467094598975e-10,2.63591524670944e-06,4.09049541699168e-10,4.28815839613069e-09,"KIF27"
"ADCY8",-0.240039066734417,0.258931686144986,0.000134597022470925,1,0.000240823692713014,0.00252460896449065,"ADCY8"
"ADCY9",-1.55669136178862,9.63126651422764,1.43423276268037e-22,2.87563668917414e-18,4.04456183463081e-21,4.24000518807503e-20,"ADCY9"
"KIF23",1.52382823509485,8.39778241023035,4.39264839767898e-21,8.80726003734636e-17,7.09706676110106e-20,7.44001479456429e-19,"KIF23"
"KIF22",0.349905902777778,10.3727529513889,1.28518014910573e-05,0.257678619895698,2.52799587850189e-05,0.000265015496821023,"KIF22"
"JKAMP",-0.291538516260163,9.38052342479675,5.00867623932345e-06,0.100423958598435,1.02254872981318e-05,0.000107196084439717,"JKAMP"
"RAB42",-1.38957183265583,4.30950188855014,2.44655662732167e-12,4.90534603777995e-08,9.03212306716986e-12,9.46857786577220e-11,"RAB42"
"RAB43",-0.269408875338755,8.3893516598916,0.000285405491382248,1,0.000493224174748219,0.00517058001662957,"RAB43"
"NUCKS1",0.281823746612465,12.117272848916,8.43153383060355e-05,1,0.00015375375470996,0.00161183521061374,"NUCKS1"
"INTS4L2",-0.0741930047425474,3.51368886348238,0.398126906187473,1,0.44950318384461,1,"INTS4L2"
"NR3C1",-2.07950484417344,8.8036426998645,1.50101443684329e-20,3.00953394587079e-16,2.08128212024259e-19,2.18185488280015e-18,"NR3C1"
"PDLIM4",-1.02731504065041,7.22667418699187,3.51705331574761e-05,0.705169189807397,6.62877598991725e-05,0.000694909504094696,"PDLIM4"
"SLC22A1",0.0682685636856368,1.6072879403794,0.536717450402696,1,0.58522867525419,1,"SLC22A1"
"DDI2",0.17176631097561,6.1880855945122,0.0390432910543201,1,0.0530688079207591,0.556332255777009,"DDI2"
"DDI1",-0.0151063516260163,0.0213760924796748,0.364546969500645,1,0.416192161398925,1,"DDI1"
"PDLIM5",-0.40629945799458,11.1828941734417,9.4570829110195e-09,0.000189614512365941,2.46414028965441e-08,2.58321371744663e-07,"PDLIM5"
"PTPLAD2",-1.67186665819783,7.02756423187669,2.14451688933986e-17,4.29975636312642e-13,1.52908349888713e-16,1.60297264162686e-15,"PTPLAD2"
"RNASEH2C",0.168281648035231,9.15842618987127,0.013478826823302,1,0.0194915825750773,0.204334646424473,"RNASEH2C"
"COL4A6",-3.18587865006775,4.60961189447832,8.93517101422302e-22,1.79150178835172e-17,1.83180141958253e-20,1.92031865010715e-19,"COL4A6"
"PTPLAD1",1.00056712398374,10.9192518546748,2.12082866563966e-20,4.25226147460751e-16,2.83303507113502e-19,2.96993441829959e-18,"PTPLAD1"
"C12orf4",-0.109740972222223,8.23672951388889,0.0519532128674717,1,0.0693886169726091,0.727416486597167,"C12orf4"
"C12orf5",0.486434485094851,8.57278553523035,4.15033450576632e-07,0.00832142068406147,9.36154408362679e-07,9.81391733045265e-06,"C12orf5"
"PROL1",-0.0261470274390244,0.0147703887195122,0.0044290160195894,1,0.00676069822556281,0.0708739208928735,"PROL1"
"ZFP28",-0.941381300813008,5.56612398373984,0.00313351522954394,1,0.00485525350481886,0.0508987150934003,"ZFP28"
"LY6G5C",0.572427371273713,4.72753075880759,8.74926940966366e-09,0.000175422851663756,2.28683815457021e-08,2.39734389931776e-07,"LY6G5C"
"XRCC1",0.57949035399729,9.41402322577913,1.48690088282287e-16,2.98123627005985e-12,9.17026650145999e-16,9.6133967366505e-15,"XRCC1"
"XRCC3",0.749149940718157,8.40419204352981,2.33409779831283e-11,4.67986608561723e-07,7.81149405043771e-11,8.18896499909647e-10,"XRCC3"
"XRCC2",2.13235301490515,5.66410821476965,2.05585529464006e-23,4.12198986575332e-19,9.95683407648149e-22,1.04379732260756e-20,"XRCC2"
"PITPNA",-0.35731741192412,11.0137559281843,2.90753214409386e-09,5.82960194890819e-05,7.91962708884522e-09,8.3023232966318e-08,"PITPNA"
"XRCC4",0.392029869579946,7.01191249576558,9.68914512882224e-07,0.0194267359832886,2.11137224033133e-06,2.21339903282245e-05,"XRCC4"
"PDLIM1",-0.752206825880759,12.6460624407182,7.89985793969102e-16,1.58392151690805e-11,4.40712720341695e-15,4.62009062316638e-14,"PDLIM1"
"SMURF1",0.37329483401084,10.0478352218835,1.62270523669519e-08,0.000325352399957386,4.13724949427125e-08,4.33717174747364e-07,"SMURF1"
"DCAF12L2",-1.35910581808943,1.19892270071138,8.41369378219538e-17,1.68694560333017e-12,5.4417600107425e-16,5.70471947795391e-15,"DCAF12L2"
"DCAF12L1",-0.643548018292683,0.361955259146341,1.06751974304254e-25,2.1403770848003e-21,3.96366126814871e-23,4.15519530368525e-22,"DCAF12L1"
"SMURF2",0.328431029810298,8.5304789295393,6.533895634994e-09,0.00013100460748163,1.72533899016842e-08,1.80871168957415e-07,"SMURF2"
"CLEC7A",-0.61954132791328,6.29433177506775,0.0062386251421169,1,0.00937032242860468,0.0982311986703653,"CLEC7A"
"GGT3P",-0.678648272357723,4.39447830284553,0.00876974696227053,1,0.0129289284259944,0.135536866152204,"GGT3P"
"MEIS3",0.0270994156504072,6.05361800050813,0.588247028408636,1,0.635985598252529,1,"MEIS3"
"MEIS2",-1.70173823678862,6.67314307672764,2.20100011210094e-08,0.000441300522476238,5.54536972199344e-08,5.8133358698403e-07,"MEIS2"
"MEIS1",-2.0242212398374,7.45180645325203,4.90348996073632e-15,9.83149737127632e-11,2.48144809976686e-14,2.60135788427396e-13,"MEIS1"
"PCDHAC2",-0.69873301998645,3.98594324610434,0.0192705219238345,1,0.0273268240026085,0.286473245513502,"PCDHAC2"
"PCDHAC1",-1.1002460196477,2.45343064871274,2.08862711262648e-06,0.041876973608161,4.40717465882561e-06,4.6201403717392e-05,"PCDHAC1"
"ZNF669",0.21076468495935,6.35385307418699,0.00186209235324545,1,0.0029614461555145,0.0310455064775453,"ZNF669"
"NARF",0.416966463414633,9.73954176829268,1.69737283497569e-11,3.40323253412626e-07,5.74967483380006e-11,6.02751351612899e-10,"NARF"
"PRB3",0.445950626693767,0.520394825542005,0.000704608215310496,1,0.00117278720878096,0.0122945922279198,"PRB3"
"CTLA4",0.84784741700542,4.34946761094173,6.66474666554891e-05,1,0.000122752315491692,0.00128684014687713,"CTLA4"
"GSPT1",0.327778819444443,11.7917894097222,6.89935142916972e-10,1.38331996154853e-05,1.99757395169463e-09,2.09410172598384e-08,"GSPT1"
"DNAJC25-GNG10",0.124771985094851,0.451854285230352,0.398220781633681,1,0.44950318384461,1,"DNAJC25-GNG10"
"LOC389493",-2.13358744071816,1.46678920647019,5.07490162888861e-25,1.01751777659217e-20,1.11815140284853e-22,1.1721832779357e-21,"LOC389493"
"RALGPS2",-0.461425990853659,9.11667237042683,8.79476562368509e-09,0.000176335050754886,2.29812395093036e-08,2.40917505361211e-07,"RALGPS2"
"MIER1",-1.2305183096206,10.3251140159214,1.1661769870213e-23,2.33818485897771e-19,6.77752129240507e-22,7.10502808883613e-21,"MIER1"
"MIER2",0.565861653116531,8.50797472899729,5.59786404474046e-15,1.12237174097046e-10,2.80873809051667e-14,2.94446334675007e-13,"MIER2"
"MIER3",-1.85447302676152,10.3562951939363,5.69973826145236e-23,1.1427975214212e-18,2.02623674010851e-21,2.12414957209141e-20,"MIER3"
"ESPNL",-0.523678429878049,3.75534858993902,0.00471006683708034,1,0.00716516237355545,0.0751140095749042,"ESPNL"
"LOC100287718",0.0314258214769648,0.0467763253726287,0.461043645784656,1,0.511703575863955,1,"LOC100287718"
"OR5AN1",0.00916423611111111,0.00458211805555556,0.451179456124291,1,0.502173203913181,1,"OR5AN1"
"ESPNP",0.743490904471545,0.955764964430894,1.72126341847981e-05,0.345113315405202,3.34217814647687e-05,0.000350368056168597,"ESPNP"
"RBP2",0.103814947493225,4.49940259569783,0.40286613871855,1,0.454224038762129,1,"RBP2"
"PAPD7",0.542457884485096,8.98265821053523,8.73372991852914e-16,1.75111284866509e-11,4.84002912141469e-15,5.0739114456154e-14,"PAPD7"
"PAPD4",0.0271437415311659,9.72027430978997,0.509361549670315,1,0.560213960585704,1,"PAPD4"
"DDX60",-1.65068923611111,10.0279553819444,7.37222277553706e-17,1.47813066649518e-12,4.81789656615118e-16,5.05070938987252e-15,"DDX60"
"NCRNA00112",0.00465348069105691,0.0165243013211382,0.679348035132337,1,0.720531789740542,1,"NCRNA00112"
"AMN1",0.156173839769647,6.40752106622629,0.0398832570877293,1,0.0541297843775112,0.567454710730068,"AMN1"
"KIR3DL2",-1.15891582825203,1.42000062245935,7.23784603144932e-09,0.000145118812930559,1.90394664039043e-08,1.99595010860066e-07,"KIR3DL2"
"KIR3DL3",-0.18841752201897,0.23853758045393,0.0292698141540029,1,0.0405010195850765,0.424581302460734,"KIR3DL3"
"NCRNA00116",-0.0388416751355027,8.25928160145664,0.667874993737178,1,0.709940283343782,1,"NCRNA00116"
"NCRNA00114",0.813610501355013,2.4198808604336,0.000268180439768057,1,0.000464778098137223,0.00487237339415124,"NCRNA00114"
"NCRNA00115",0.763189557926829,4.42400209603659,6.59977869651931e-10,1.32325562865212e-05,1.91387854881707e-09,2.00636195170709e-08,"NCRNA00115"
"LMNB2",1.08108546747967,11.3180280995935,2.78125482127495e-19,5.57641591665627e-15,2.85532730863775e-18,2.99330387252726e-17,"LMNB2"
"IL13RA2",0.587867886178862,2.63198272357724,0.0135112964088766,1,0.0195365934920584,0.204806505996222,"IL13RA2"
"IL13RA1",-0.274366717479676,11.7975312754065,0.000128595857730418,1,0.000230745509824588,0.00241895710532653,"IL13RA1"
"LMNB1",0.648587931910569,10.6331695757114,1.12092076227502e-09,2.24744612836142e-05,3.18290062082059e-09,3.33670634723734e-08,"LMNB1"
"LRBA",-0.0770376524390244,10.8969250762195,0.175773251265623,1,0.214657917400155,1,"LRBA"
"MRPS28",0.202947594850949,8.3894664803523,0.0172899087432091,1,0.0246524441972225,0.258437120184354,"MRPS28"
"MRPS26",0.486030970528455,9.72469597306911,2.52529810058773e-07,0.00506322269167839,5.81112639679258e-07,6.09193457248982e-06,"MRPS26"
"CD274",-0.43509850101626,4.4642190421748,0.0242429987256059,1,0.033929367893927,0.355689198930219,"CD274"
"MRPS24",0.374583367208672,10.3243819275068,2.97732989404251e-08,0.000596954643755523,7.41374371281077e-08,7.77199436938405e-07,"MRPS24"
"CD276",0.913825118563686,10.4447784129404,2.2923127637604e-18,4.5960870913396e-14,1.94337720564042e-17,2.03728605747828e-16,"CD276"
"MRPS22",-0.0316285060975616,9.53309550304878,0.604676259254479,1,0.649340745009005,1,"MRPS22"
"MRPS23",0.978035052506776,9.36592240430217,9.86231981210483e-19,1.97739512232702e-14,9.06236614500366e-18,9.50028236484075e-17,"MRPS23"
"MRPS21",0.121799254742546,9.07261426151761,0.0247450766620643,1,0.0345789847802802,0.36249927893645,"MRPS21"
"LOC100144604",-1.5840071053523,1.78254278878726,7.96065514902336e-14,1.59611135737918e-09,3.48419855354548e-13,3.65256375037342e-12,"LOC100144604"
"CTSL1",-0.674894859417343,10.2314720824864,1.50201854236969e-05,0.301154717745123,2.93322993810386e-05,0.000307497095207907,"CTSL1"
"LOC100144603",0.255125186314363,2.7902089346206,0.0559973732503864,1,0.0744922593995653,0.780919118657554,"LOC100144603"
"CTSL3",0.00212013888888889,0.00106006944444444,0.712794877990419,1,0.747152723949597,1,"CTSL3"
"CTSL2",1.43142042682927,7.13682728658537,5.11293907803608e-11,1.02514428514623e-06,1.65934652823929e-10,1.73953030667192e-09,"CTSL2"
"NHEDC2",1.08439256436314,6.57013774559621,1.3087683860374e-11,2.62408061400498e-07,4.48101197746752e-11,4.69754569447024e-10,"NHEDC2"
"INSIG2",0.256854598577236,8.85170290904471,2.91372591245162e-05,0.584202045446549,5.53746014641279e-05,0.00058050440837659,"INSIG2"
"IL13",0.311584849254743,0.644755839261518,0.0190638444548724,1,0.027041392382044,0.283481001602995,"IL13"
"SMN1",0.458932088414634,2.24912458079268,0.00856613461498546,1,0.0126389726271586,0.132497194262781,"SMN1"
"PPP2R5A",-0.410764202235772,10.8083081427846,1.05161958297404e-11,2.10849726386294e-07,3.63037605219406e-11,3.80580491171332e-10,"PPP2R5A"
"PPP2R5B",-0.484736881775069,8.88535351033198,8.8492591028601e-10,1.77427645012345e-05,2.537242558823e-09,2.65984847127359e-08,"PPP2R5B"
"NXPH4",2.70670800304878,3.30564912347561,3.26839971690057e-17,6.55314143238563e-13,2.27148044862819e-16,2.38124407057648e-15,"NXPH4"
"LCMT1",-0.335204124322493,9.5571857427168,2.09265751016436e-07,0.00419577830787954,4.8562248933791e-07,5.09088983782738e-06,"LCMT1"
"DGCR2",-0.560469037940379,11.7750484078591,1.15021529002939e-14,2.30618165650893e-10,5.55840360691476e-14,5.82699958471145e-13,"DGCR2"
"FRMPD2L1",-0.0119677252710027,0.0397210154132791,0.131293265191364,1,0.163891792247967,1,"FRMPD2L1"
"YY2",1.05807400914634,3.97272237042683,8.54579568313871e-12,1.71343203446931e-07,2.98247525582125e-11,3.12659592683464e-10,"YY2"
"PPCS",-0.405885594512196,10.2739084222561,3.73075095449978e-10,7.48015566377205e-06,1.10587753751804e-09,1.15931630870471e-08,"PPCS"
"H2AFY2",-0.109718970189702,8.58160392953929,0.0539983537410707,1,0.0719858372678502,0.754643731417868,"H2AFY2"
"NAMPT",0.346743207994582,11.0920277015583,0.000262999010684508,1,0.000456113672193096,0.00478154226717913,"NAMPT"
"RXFP4",-0.924449788279133,5.18011413025068,3.68124378795505e-07,0.00738089379484987,8.33718564569842e-07,8.74005932831354e-06,"RXFP4"
"MAD2L1",1.47128633130081,9.04847975101626,4.72642055926619e-20,9.4764732213287e-16,5.78539268701386e-19,6.06495734543003e-18,"MAD2L1"
"NDUFB11",0.144282410230351,10.8624070587737,0.0495645724727202,1,0.0664107747063067,0.696199096000532,"NDUFB11"
"ADCY10",-0.298844783197832,0.985675169376694,0.00635488513447468,1,0.00953565685872005,0.0999644367073123,"ADCY10"
"KCNA6",-1.98234309789973,4.92054064617209,1.40444524265364e-13,2.81591271152054e-09,5.97604565263273e-13,6.26482313964892e-12,"KCNA6"
"KCNA7",0.196848323170732,0.150807088414634,0.00372985711033874,1,0.0057362610310878,0.0601345152488811,"KCNA7"
"KCNA4",-0.800221197493225,0.525094279302168,1.88815263448727e-22,3.78574603214698e-18,5.02755117150994e-21,5.27049503063429e-20,"KCNA4"
"KCNA5",-1.98845694444444,3.75377152777778,1.9770943583104e-13,3.96407418841236e-09,8.28091537165732e-13,8.68106993375766e-12,"KCNA5"
"KCNA2",-1.0078910653794,1.87238129657859,4.08709972908239e-08,0.00081946349568102,1.00658825166567e-07,1.05522911598838e-06,"KCNA2"
"KCNA3",-2.86106882621951,4.51158753810976,7.1983815526905e-20,1.44327550131445e-15,8.35228878075489e-19,8.75589228466677e-18,"KCNA3"
"KCNA1",-2.13208432418699,1.87564320376016,1.62162638548458e-13,3.25136090289658e-09,6.85362753561674e-13,7.1848119762524e-12,"KCNA1"
"UTP6",0.731225313346883,9.520822412771,1.7125015296876e-20,3.43356556702364e-16,2.33904406937204e-19,2.45207253462076e-18,"UTP6"
"RHOF",-2.07560205792683,9.89439165396341,4.96960370431176e-17,9.96405542714508e-13,3.35151544808109e-16,3.51346906507972e-15,"RHOF"
"OPTN",-0.818981436314363,11.2010629403794,1.70683586479232e-15,3.4222059089086e-11,9.12101788088647e-15,9.56176829943653e-14,"OPTN"
"JMJD6",0.343793733062331,9.07420174457995,2.41046903441015e-08,0.000483299041399235,6.04506515784803e-08,6.33717784014713e-07,"JMJD6"
"BHMT",-0.800315057588076,1.52607905657182,1.10872327832671e-06,0.0222299017304506,2.40167477640996e-06,2.51772971421926e-05,"BHMT"
"C10orf95",0.642653006436315,4.75136064955962,1.30073767440898e-05,0.260797903719001,2.55635382263687e-05,0.000267988323920016,"C10orf95"
"JMJD5",-0.422585094850949,6.5225147696477,4.09716933832283e-08,0.000821482452333727,1.00859115028308e-07,1.05732879968126e-06,"JMJD5"
"ZHX2",0.124866996951219,9.02763837652439,0.0678586038197841,1,0.0892290796554742,0.935408521701844,"ZHX2"
"ZHX3",-0.14148692411924,9.39799068428184,0.375031513703005,1,0.426898027123041,1,"ZHX3"
"JMJD8",0.0996439109078597,10.2850756139905,0.0377305945949646,1,0.0514100184593299,0.53894279256702,"JMJD8"
"ZHX1",-0.534628057249321,9.50436645918022,1.91054249791909e-14,3.83063770832777e-10,9.00902565458082e-14,9.4443643283823e-13,"ZHX1"
"LOC26102",-0.413357689701897,0.497535789295393,4.13092857288014e-07,0.00828251178862468,9.32295338656538e-07,9.77346183429709e-06,"LOC26102"
"OPTC",-0.269196239837398,0.236218953252033,7.84085600727917e-06,0.157209162945947,1.57130597647124e-05,0.000164723541503217,"OPTC"
"IRGM",-0.295192818428184,0.447835298102981,2.57424137605582e-06,0.0516135395899191,5.39495553359665e-06,5.65565329129697e-05,"IRGM"
"SYCE2",0.740130191395664,2.21856997374661,2.00493598343487e-05,0.401989664678692,3.87124099266845e-05,0.000405830904911885,"SYCE2"
